('NOREI\n', 1.6720776786754235)
('OAREI\n', 1.6720776786754235)
('OVREI\n', 1.6720776786754235)
('PAREI\n', 1.6720776786754235)
('PUREI\n', 1.6720776786754235)
('RAREI\n', 1.6720776786754235)
('SIREI\n', 1.6720776786754235)
('SOREI\n', 1.6720776786754235)
('STREI\n', 1.6720776786754235)
('SUREI\n', 1.6720776786754235)
('TAREI\n', 1.6720776786754235)
('TUREI\n', 1.6720776786754235)
('ZAREI\n', 1.6720776786754235)
('ZOREI\n', 1.6720776786754235)
('IARZI\n', 1.5628734760357692)
('INRAI\n', 1.5628734760357692)
('IEDEI\n', 1.5625049777911644)
('IEPEI\n', 1.5625049777911644)
('AERAJ\n', 1.5048170299044052)
('AERAM\n', 1.5048170299044052)
('AERAT\n', 1.5048170299044052)
('AERAU\n', 1.5048170299044052)
('AEROB\n', 1.5048170299044052)
('AEROS\n', 1.5048170299044052)
('AERUL\n', 1.5048170299044052)
('BERAR\n', 1.5048170299044052)
('BERAT\n', 1.5048170299044052)
('BERCE\n', 1.5048170299044052)
('BERIL\n', 1.5048170299044052)
('BERMA\n', 1.5048170299044052)
('BERME\n', 1.5048170299044052)
('BERNA\n', 1.5048170299044052)
('BERNE\n', 1.5048170299044052)
('BERTA\n', 1.5048170299044052)
('BERTE\n', 1.5048170299044052)
('BERZE\n', 1.5048170299044052)
('CERAT\n', 1.5048170299044052)
('CERCA\n', 1.5048170299044052)
('CERCE\n', 1.5048170299044052)
('CERGA\n', 1.5048170299044052)
('CERIT\n', 1.5048170299044052)
('CERIU\n', 1.5048170299044052)
('CERNE\n', 1.5048170299044052)
('CERNU\n', 1.5048170299044052)
('CEROS\n', 1.5048170299044052)
('CERTA\n', 1.5048170299044052)
('CERTE\n', 1.5048170299044052)
('CERUL\n', 1.5048170299044052)
('CERUT\n', 1.5048170299044052)
('CERVU\n', 1.5048170299044052)
('DERBY\n', 1.5048170299044052)
('DERIV\n', 1.5048170299044052)
('DERMA\n', 1.5048170299044052)
('DERME\n', 1.5048170299044052)
('DEROG\n', 1.5048170299044052)
('FERAT\n', 1.5048170299044052)
('FERDU\n', 1.5048170299044052)
('FERIC\n', 1.5048170299044052)
('FERIM\n', 1.5048170299044052)
('FERIT\n', 1.5048170299044052)
('FERMA\n', 1.5048170299044052)
('FERME\n', 1.5048170299044052)
('FEROS\n', 1.5048170299044052)
('FERTA\n', 1.5048170299044052)
('FERTE\n', 1.5048170299044052)
('FERUL\n', 1.5048170299044052)
('GERAH\n', 1.5048170299044052)
('GERAM\n', 1.5048170299044052)
('GERAR\n', 1.5048170299044052)
('GERAT\n', 1.5048170299044052)
('GERAU\n', 1.5048170299044052)
('GERID\n', 1.5048170299044052)
('GEROS\n', 1.5048170299044052)
('GERUL\n', 1.5048170299044052)
('HERMA\n', 1.5048170299044052)
('HERME\n', 1.5048170299044052)
('HERSA\n', 1.5048170299044052)
('HERSE\n', 1.5048170299044052)
('HERTZ\n', 1.5048170299044052)
('HERUL\n', 1.5048170299044052)
('JERBA\n', 1.5048170299044052)
('JERBE\n', 1.5048170299044052)
('JERSE\n', 1.5048170299044052)
('KERUL\n', 1.5048170299044052)
('LERUL\n', 1.5048170299044052)
('MERAR\n', 1.5048170299044052)
('MERGE\n', 1.5048170299044052)
('MERIT\n', 1.5048170299044052)
('MERLU\n', 1.5048170299044052)
('MERSE\n', 1.5048170299044052)
('MERUL\n', 1.5048170299044052)
('NERAS\n', 1.5048170299044052)
('NEROD\n', 1.5048170299044052)
('PERIA\n', 1.5048170299044052)
('PERIE\n', 1.5048170299044052)
('PERIS\n', 1.5048170299044052)
('PERJA\n', 1.5048170299044052)
('PERJE\n', 1.5048170299044052)
('PERLA\n', 1.5048170299044052)
('PERLE\n', 1.5048170299044052)
('PERNA\n', 1.5048170299044052)
('PERNE\n', 1.5048170299044052)
('PERON\n', 1.5048170299044052)
('PERSA\n', 1.5048170299044052)
('PERSE\n', 1.5048170299044052)
('PERUS\n', 1.5048170299044052)
('SERAL\n', 1.5048170299044052)
('SERAT\n', 1.5048170299044052)
('SERBA\n', 1.5048170299044052)
('SERBE\n', 1.5048170299044052)
('SERIA\n', 1.5048170299044052)
('SERIC\n', 1.5048170299044052)
('SERIE\n', 1.5048170299044052)
('SERIF\n', 1.5048170299044052)
('SEROS\n', 1.5048170299044052)
('SERPE\n', 1.5048170299044052)
('SERUL\n', 1.5048170299044052)
('SERVA\n', 1.5048170299044052)
('SERVE\n', 1.5048170299044052)
('SERVO\n', 1.5048170299044052)
('TERAS\n', 1.5048170299044052)
('TERAZ\n', 1.5048170299044052)
('TERFE\n', 1.5048170299044052)
('TERME\n', 1.5048170299044052)
('TERMO\n', 1.5048170299044052)
('TERNA\n', 1.5048170299044052)
('TERNE\n', 1.5048170299044052)
('TERTA\n', 1.5048170299044052)
('TERTE\n', 1.5048170299044052)
('VERBE\n', 1.5048170299044052)
('VERDE\n', 1.5048170299044052)
('VERGA\n', 1.5048170299044052)
('VERIC\n', 1.5048170299044052)
('VERIF\n', 1.5048170299044052)
('VERIN\n', 1.5048170299044052)
('VEROS\n', 1.5048170299044052)
('VERSE\n', 1.5048170299044052)
('VERSO\n', 1.5048170299044052)
('VERVA\n', 1.5048170299044052)
('VERVE\n', 1.5048170299044052)
('VERZE\n', 1.5048170299044052)
('XERIC\n', 1.5048170299044052)
('XEROM\n', 1.5048170299044052)
('XEROX\n', 1.5048170299044052)
('ZERAR\n', 1.5048170299044052)
('ZERIT\n', 1.5048170299044052)
('ZEROS\n', 1.5048170299044052)
('ZERUL\n', 1.5048170299044052)
('ACREA\n', 1.4948144718509901)
('AGREA\n', 1.4948144718509901)
('APRET\n', 1.4948144718509901)
('AUREA\n', 1.4948144718509901)
('AUREL\n', 1.4948144718509901)
('BAREJ\n', 1.4948144718509901)
('BAREM\n', 1.4948144718509901)
('BAREZ\n', 1.4948144718509901)
('BURET\n', 1.4948144718509901)
('BUREZ\n', 1.4948144718509901)
('CAREA\n', 1.4948144718509901)
('CARET\n', 1.4948144718509901)
('CAREU\n', 1.4948144718509901)
('CIRES\n', 1.4948144718509901)
('COREE\n', 1.4948144718509901)
('CORET\n', 1.4948144718509901)
('COREU\n', 1.4948144718509901)
('CUREA\n', 1.4948144718509901)
('CUREZ\n', 1.4948144718509901)
('DAREA\n', 1.4948144718509901)
('DAREZ\n', 1.4948144718509901)
('DIREG\n', 1.4948144718509901)
('DIRES\n', 1.4948144718509901)
('DOREA\n', 1.4948144718509901)
('DUREA\n', 1.4948144718509901)
('DUREZ\n', 1.4948144718509901)
('EVREU\n', 1.4948144718509901)
('FIREA\n', 1.4948144718509901)
('FIRET\n', 1.4948144718509901)
('FIREZ\n', 1.4948144718509901)
('FOREZ\n', 1.4948144718509901)
('GAREZ\n', 1.4948144718509901)
('GIREZ\n', 1.4948144718509901)
('GURES\n', 1.4948144718509901)
('HAREM\n', 1.4948144718509901)
('HARES\n', 1.4948144718509901)
('HOREA\n', 1.4948144718509901)
('HORET\n', 1.4948144718509901)
('HUREZ\n', 1.4948144718509901)
('JAREA\n', 1.4948144718509901)
('JARET\n', 1.4948144718509901)
('KOREA\n', 1.4948144718509901)
('LAREA\n', 1.4948144718509901)
('LUREX\n', 1.4948144718509901)
('MAREA\n', 1.4948144718509901)
('MAREE\n', 1.4948144718509901)
('MARET\n', 1.4948144718509901)
('MIREL\n', 1.4948144718509901)
('MIREZ\n', 1.4948144718509901)
('MUREA\n', 1.4948144718509901)
('MUREX\n', 1.4948144718509901)
('MUREZ\n', 1.4948144718509901)
('NAREA\n', 1.4948144718509901)
('NAREZ\n', 1.4948144718509901)
('NOREA\n', 1.4948144718509901)
('OPREA\n', 1.4948144718509901)
('OPREG\n', 1.4948144718509901)
('OVREU\n', 1.4948144718509901)
('PAREA\n', 1.4948144718509901)
('PAREM\n', 1.4948144718509901)
('PAREZ\n', 1.4948144718509901)
('PIREU\n', 1.4948144718509901)
('PIREX\n', 1.4948144718509901)
('PUREC\n', 1.4948144718509901)
('RAREA\n', 1.4948144718509901)
('SAREA\n', 1.4948144718509901)
('SAREZ\n', 1.4948144718509901)
('SCREM\n', 1.4948144718509901)
('SIREC\n', 1.4948144718509901)
('SIREP\n', 1.4948144718509901)
('SIRET\n', 1.4948144718509901)
('SOREA\n', 1.4948144718509901)
('SOREC\n', 1.4948144718509901)
('STRES\n', 1.4948144718509901)
('SUREA\n', 1.4948144718509901)
('SURET\n', 1.4948144718509901)
('TAREA\n', 1.4948144718509901)
('UIREA\n', 1.4948144718509901)
('VAREC\n', 1.4948144718509901)
('VAREG\n', 1.4948144718509901)
('VAREZ\n', 1.4948144718509901)
('VIREZ\n', 1.4948144718509901)
('ZAREA\n', 1.4948144718509901)
('ZOREA\n', 1.4948144718509901)
('ZOREL\n', 1.4948144718509901)
('IARBA\n', 1.385610269211336)
('IARNA\n', 1.385610269211336)
('IARTA\n', 1.385610269211336)
('IBRIC\n', 1.385610269211336)
('IURAS\n', 1.385610269211336)
('IURTA\n', 1.385610269211336)
('IURTE\n', 1.385610269211336)
('IURUS\n', 1.385610269211336)
('IVRIT\n', 1.385610269211336)
('IESEA\n', 1.385241770966731)
('IEZEA\n', 1.385241770966731)
('IEZER\n', 1.385241770966731)
('ACRII\n', 1.1772632068244333)
('AGRAI\n', 1.1772632068244333)
('ATRII\n', 1.1772632068244333)
('AURII\n', 1.1772632068244333)
('BARAI\n', 1.1772632068244333)
('BARBI\n', 1.1772632068244333)
('BARCI\n', 1.1772632068244333)
('BARFI\n', 1.1772632068244333)
('BARII\n', 1.1772632068244333)
('BARNI\n', 1.1772632068244333)
('BARZI\n', 1.1772632068244333)
('BIRAI\n', 1.1772632068244333)
('BIRUI\n', 1.1772632068244333)
('BORAI\n', 1.1772632068244333)
('BORII\n', 1.1772632068244333)
('BORSI\n', 1.1772632068244333)
('BORTI\n', 1.1772632068244333)
('BURAI\n', 1.1772632068244333)
('BURCI\n', 1.1772632068244333)
('BURII\n', 1.1772632068244333)
('BURTI\n', 1.1772632068244333)
('CARAI\n', 1.1772632068244333)
('CARII\n', 1.1772632068244333)
('CARJI\n', 1.1772632068244333)
('CARMI\n', 1.1772632068244333)
('CARNI\n', 1.1772632068244333)
('CARPI\n', 1.1772632068244333)
('CARTI\n', 1.1772632068244333)
('CARUI\n', 1.1772632068244333)
('CIRCI\n', 1.1772632068244333)
('CIRII\n', 1.1772632068244333)
('CORAI\n', 1.1772632068244333)
('CORBI\n', 1.1772632068244333)
('CORCI\n', 1.1772632068244333)
('CORII\n', 1.1772632068244333)
('CORLI\n', 1.1772632068244333)
('CORNI\n', 1.1772632068244333)
('COROI\n', 1.1772632068244333)
('CORPI\n', 1.1772632068244333)
('CORZI\n', 1.1772632068244333)
('CURAI\n', 1.1772632068244333)
('CURBI\n', 1.1772632068244333)
('CURCI\n', 1.1772632068244333)
('CURII\n', 1.1772632068244333)
('CURMI\n', 1.1772632068244333)
('CURTI\n', 1.1772632068244333)
('CURVI\n', 1.1772632068244333)
('DARAI\n', 1.1772632068244333)
('DARII\n', 1.1772632068244333)
('DARJI\n', 1.1772632068244333)
('DARMI\n', 1.1772632068244333)
('DARUI\n', 1.1772632068244333)
('DARZI\n', 1.1772632068244333)
('DORII\n', 1.1772632068244333)
('DORMI\n', 1.1772632068244333)
('DURAI\n', 1.1772632068244333)
('DURII\n', 1.1772632068244333)
('DURMI\n', 1.1772632068244333)
('DURUI\n', 1.1772632068244333)
('DURZI\n', 1.1772632068244333)
('FARBI\n', 1.1772632068244333)
('FARMI\n', 1.1772632068244333)
('FIRII\n', 1.1772632068244333)
('FORAI\n', 1.1772632068244333)
('FURAI\n', 1.1772632068244333)
('FURCI\n', 1.1772632068244333)
('FURII\n', 1.1772632068244333)
('GARAI\n', 1.1772632068244333)
('GARII\n', 1.1772632068244333)
('GARZI\n', 1.1772632068244333)
('GIRAI\n', 1.1772632068244333)
('GURAI\n', 1.1772632068244333)
('GURII\n', 1.1772632068244333)
('GURUI\n', 1.1772632068244333)
('HARAI\n', 1.1772632068244333)
('HARCI\n', 1.1772632068244333)
('HARSI\n', 1.1772632068244333)
('HARTI\n', 1.1772632068244333)
('HORAI\n', 1.1772632068244333)
('HORII\n', 1.1772632068244333)
('HURCI\n', 1.1772632068244333)
('HURII\n', 1.1772632068244333)
('HURUI\n', 1.1772632068244333)
('JARCI\n', 1.1772632068244333)
('JARII\n', 1.1772632068244333)
('JARUI\n', 1.1772632068244333)
('JURAI\n', 1.1772632068244333)
('JURII\n', 1.1772632068244333)
('JURUI\n', 1.1772632068244333)
('KURZI\n', 1.1772632068244333)
('LARGI\n', 1.1772632068244333)
('LARII\n', 1.1772632068244333)
('LARVI\n', 1.1772632068244333)
('LORII\n', 1.1772632068244333)
('LORZI\n', 1.1772632068244333)
('MARAI\n', 1.1772632068244333)
('MARCI\n', 1.1772632068244333)
('MARDI\n', 1.1772632068244333)
('MARFI\n', 1.1772632068244333)
('MARII\n', 1.1772632068244333)
('MARLI\n', 1.1772632068244333)
('MAROI\n', 1.1772632068244333)
('MARTI\n', 1.1772632068244333)
('MIRAI\n', 1.1772632068244333)
('MIRII\n', 1.1772632068244333)
('MIRTI\n', 1.1772632068244333)
('MIRUI\n', 1.1772632068244333)
('MORGI\n', 1.1772632068244333)
('MORII\n', 1.1772632068244333)
('MORNI\n', 1.1772632068244333)
('MOROI\n', 1.1772632068244333)
('MORTI\n', 1.1772632068244333)
('MURAI\n', 1.1772632068244333)
('MURGI\n', 1.1772632068244333)
('MURII\n', 1.1772632068244333)
('MURUI\n', 1.1772632068244333)
('NARAI\n', 1.1772632068244333)
('NARII\n', 1.1772632068244333)
('NARUI\n', 1.1772632068244333)
('NORII\n', 1.1772632068244333)
('NOROI\n', 1.1772632068244333)
('NURCI\n', 1.1772632068244333)
('NURII\n', 1.1772632068244333)
('OPRII\n', 1.1772632068244333)
('PARAI\n', 1.1772632068244333)
('PARGI\n', 1.1772632068244333)
('PARII\n', 1.1772632068244333)
('PARLI\n', 1.1772632068244333)
('PAROI\n', 1.1772632068244333)
('PARSI\n', 1.1772632068244333)
('PARTI\n', 1.1772632068244333)
('PARUI\n', 1.1772632068244333)
('PIROI\n', 1.1772632068244333)
('PIRUI\n', 1.1772632068244333)
('PORCI\n', 1.1772632068244333)
('PORII\n', 1.1772632068244333)
('PORNI\n', 1.1772632068244333)
('PORTI\n', 1.1772632068244333)
('PURII\n', 1.1772632068244333)
('PUROI\n', 1.1772632068244333)
('RARII\n', 1.1772632068244333)
('SARAI\n', 1.1772632068244333)
('SARBI\n', 1.1772632068244333)
('SARGI\n', 1.1772632068244333)
('SARII\n', 1.1772632068244333)
('SARZI\n', 1.1772632068244333)
('SCRII\n', 1.1772632068244333)
('SIROI\n', 1.1772632068244333)
('SIRUI\n', 1.1772632068244333)
('SORBI\n', 1.1772632068244333)
('SORII\n', 1.1772632068244333)
('SORTI\n', 1.1772632068244333)
('STRAI\n', 1.1772632068244333)
('STRII\n', 1.1772632068244333)
('STROI\n', 1.1772632068244333)
('SURII\n', 1.1772632068244333)
('SURPI\n', 1.1772632068244333)
('SURZI\n', 1.1772632068244333)
('TARAI\n', 1.1772632068244333)
('TARCI\n', 1.1772632068244333)
('TARGI\n', 1.1772632068244333)
('TARII\n', 1.1772632068244333)
('TARLI\n', 1.1772632068244333)
('TARNI\n', 1.1772632068244333)
('TARSI\n', 1.1772632068244333)
('TORCI\n', 1.1772632068244333)
('TORNI\n', 1.1772632068244333)
('TORRI\n', 1.1772632068244333)
('TORSI\n', 1.1772632068244333)
('TORTI\n', 1.1772632068244333)
('TURBI\n', 1.1772632068244333)
('TURCI\n', 1.1772632068244333)
('TURTI\n', 1.1772632068244333)
('TURUI\n', 1.1772632068244333)
('UIRII\n', 1.1772632068244333)
('VARAI\n', 1.1772632068244333)
('VARCI\n', 1.1772632068244333)
('VARGI\n', 1.1772632068244333)
('VARII\n', 1.1772632068244333)
('VARSI\n', 1.1772632068244333)
('VARUI\n', 1.1772632068244333)
('VIRAI\n', 1.1772632068244333)
('VORBI\n', 1.1772632068244333)
('YARZI\n', 1.1772632068244333)
('ZARII\n', 1.1772632068244333)
('ZORII\n', 1.1772632068244333)
('ZURAI\n', 1.1772632068244333)
('ZURUI\n', 1.1772632068244333)
('BEDEI\n', 1.1768947085798287)
('BENEI\n', 1.1768947085798287)
('BETEI\n', 1.1768947085798287)
('CEFEI\n', 1.1768947085798287)
('CEHEI\n', 1.1768947085798287)
('CELEI\n', 1.1768947085798287)
('CEPEI\n', 1.1768947085798287)
('CETEI\n', 1.1768947085798287)
('DEDEI\n', 1.1768947085798287)
('DEJEI\n', 1.1768947085798287)
('DELEI\n', 1.1768947085798287)
('DEMEI\n', 1.1768947085798287)
('DESEI\n', 1.1768947085798287)
('DETEI\n', 1.1768947085798287)
('FELEI\n', 1.1768947085798287)
('FEMEI\n', 1.1768947085798287)
('FESEI\n', 1.1768947085798287)
('FETEI\n', 1.1768947085798287)
('GEMEI\n', 1.1768947085798287)
('GENEI\n', 1.1768947085798287)
('GETEI\n', 1.1768947085798287)
('HEHEI\n', 1.1768947085798287)
('JELEI\n', 1.1768947085798287)
('JENEI\n', 1.1768947085798287)
('KETEI\n', 1.1768947085798287)
('LELEI\n', 1.1768947085798287)
('LEMEI\n', 1.1768947085798287)
('LENEI\n', 1.1768947085798287)
('LESEI\n', 1.1768947085798287)
('LEVEI\n', 1.1768947085798287)
('MESEI\n', 1.1768947085798287)
('NEDEI\n', 1.1768947085798287)
('NEFEI\n', 1.1768947085798287)
('NEGEI\n', 1.1768947085798287)
('NENEI\n', 1.1768947085798287)
('NEPEI\n', 1.1768947085798287)
('NETEI\n', 1.1768947085798287)
('PENEI\n', 1.1768947085798287)
('PETEI\n', 1.1768947085798287)
('REIEI\n', 1.1768947085798287)
('RELEI\n', 1.1768947085798287)
('SEFEI\n', 1.1768947085798287)
('SELEI\n', 1.1768947085798287)
('SENEI\n', 1.1768947085798287)
('SESEI\n', 1.1768947085798287)
('SETEI\n', 1.1768947085798287)
('SEVEI\n', 1.1768947085798287)
('TEMEI\n', 1.1768947085798287)
('TEPEI\n', 1.1768947085798287)
('TETEI\n', 1.1768947085798287)
('TEZEI\n', 1.1768947085798287)
('VEDEI\n', 1.1768947085798287)
('VELEI\n', 1.1768947085798287)
('VENEI\n', 1.1768947085798287)
('ZEIEI\n', 1.1768947085798287)
('ZELEI\n', 1.1768947085798287)
('IESII\n', 1.0676905059401745)
('IESTI\n', 1.0676905059401745)
('IEZII\n', 1.0676905059401745)
('IACEI\n', 1.0576879478867591)
('IGNEI\n', 1.0576879478867591)
('INIEI\n', 1.0576879478867591)
('INSEI\n', 1.0576879478867591)
('IOLEI\n', 1.0576879478867591)
('IOTEI\n', 1.0576879478867591)
('IOVEI\n', 1.0576879478867591)
('ISTEI\n', 1.0576879478867591)
('IUDEI\n', 1.0576879478867591)
('IUTEI\n', 1.0576879478867591)
('IZBEI\n', 1.0576879478867591)
('IZMEI\n', 1.0576879478867591)
('ABRAC\n', 1)
('ABRAS\n', 1)
('ABROG\n', 1)
('ACRIA\n', 1)
('ACRIE\n', 1)
('ACRIM\n', 1)
('ACRIS\n', 1)
('ACRIT\n', 1)
('ACRIU\n', 1)
('ACRUL\n', 1)
('ACRUT\n', 1)
('AGRAR\n', 1)
('AGRIS\n', 1)
('AORTA\n', 1)
('AORTE\n', 1)
('APRIG\n', 1)
('APRIL\n', 1)
('APROB\n', 1)
('APROD\n', 1)
('ATRAG\n', 1)
('ATRAS\n', 1)
('ATRIU\n', 1)
('AURAR\n', 1)
('AURIA\n', 1)
('AURIE\n', 1)
('AURIM\n', 1)
('AURIT\n', 1)
('AURIU\n', 1)
('AUROS\n', 1)
('AURUL\n', 1)
('AVRAM\n', 1)
('BARAJ\n', 1)
('BARAM\n', 1)
('BARAT\n', 1)
('BARAU\n', 1)
('BARBA\n', 1)
('BARCA\n', 1)
('BARDA\n', 1)
('BARFA\n', 1)
('BARFE\n', 1)
('BARIA\n', 1)
('BARIC\n', 1)
('BARIE\n', 1)
('BARIL\n', 1)
('BARIM\n', 1)
('BARIS\n', 1)
('BARIU\n', 1)
('BARIZ\n', 1)
('BARJA\n', 1)
('BARJE\n', 1)
('BARNA\n', 1)
('BARNE\n', 1)
('BAROC\n', 1)
('BARON\n', 1)
('BAROS\n', 1)
('BAROU\n', 1)
('BARSA\n', 1)
('BARSE\n', 1)
('BARUL\n', 1)
('BARZA\n', 1)
('BIRAR\n', 1)
('BIRAU\n', 1)
('BIRIS\n', 1)
('BIRJA\n', 1)
('BIRJE\n', 1)
('BIROU\n', 1)
('BIRUL\n', 1)
('BORAM\n', 1)
('BORAN\n', 1)
('BORAT\n', 1)
('BORAU\n', 1)
('BORAX\n', 1)
('BORDO\n', 1)
('BORIC\n', 1)
('BORNA\n', 1)
('BORNE\n', 1)
('BOROD\n', 1)
('BORTA\n', 1)
('BORTE\n', 1)
('BORUL\n', 1)
('BORZA\n', 1)
('BORZE\n', 1)
('BURAJ\n', 1)
('BURAM\n', 1)
('BURAT\n', 1)
('BURAU\n', 1)
('BURBA\n', 1)
('BURBE\n', 1)
('BURCA\n', 1)
('BURIC\n', 1)
('BURIE\n', 1)
('BURIU\n', 1)
('BURSA\n', 1)
('BURSE\n', 1)
('BURTA\n', 1)
('BURUL\n', 1)
('CARAB\n', 1)
('CARAM\n', 1)
('CARAS\n', 1)
('CARAT\n', 1)
('CARAU\n', 1)
('CARCA\n', 1)
('CARDA\n', 1)
('CARDE\n', 1)
('CARIA\n', 1)
('CARIB\n', 1)
('CARIC\n', 1)
('CARIE\n', 1)
('CARJA\n', 1)
('CARJE\n', 1)
('CARMA\n', 1)
('CARME\n', 1)
('CARNA\n', 1)
('CARNE\n', 1)
('CAROR\n', 1)
('CAROU\n', 1)
('CARPA\n', 1)
('CARPE\n', 1)
('CARST\n', 1)
('CARTA\n', 1)
('CARTE\n', 1)
('CARUB\n', 1)
('CARUL\n', 1)
('CARUS\n', 1)
('CARUT\n', 1)
('CIRAC\n', 1)
('CIRCA\n', 1)
('CIRCE\n', 1)
('CIRIP\n', 1)
('CIRIS\n', 1)
('CIRTA\n', 1)
('CIRTE\n', 1)
('CIRUL\n', 1)
('CIRUS\n', 1)
('CORAC\n', 1)
('CORAJ\n', 1)
('CORAL\n', 1)
('CORAN\n', 1)
('CORFA\n', 1)
('CORFE\n', 1)
('CORLA\n', 1)
('CORLE\n', 1)
('CORSO\n', 1)
('CORUL\n', 1)
('CORUP\n', 1)
('CURAJ\n', 1)
('CURAM\n', 1)
('CURAT\n', 1)
('CURAU\n', 1)
('CURBA\n', 1)
('CURBE\n', 1)
('CURCA\n', 1)
('CURGA\n', 1)
('CURGE\n', 1)
('CURIA\n', 1)
('CURIE\n', 1)
('CURIU\n', 1)
('CURMA\n', 1)
('CURME\n', 1)
('CURRY\n', 1)
('CURSA\n', 1)
('CURSE\n', 1)
('CURTA\n', 1)
('CURTE\n', 1)
('CURUL\n', 1)
('CURUT\n', 1)
('CURVA\n', 1)
('CURVE\n', 1)
('DARAB\n', 1)
('DARAC\n', 1)
('DARAM\n', 1)
('DARAT\n', 1)
('DARAU\n', 1)
('DARDA\n', 1)
('DARDE\n', 1)
('DARIA\n', 1)
('DARIE\n', 1)
('DARJE\n', 1)
('DARMA\n', 1)
('DARME\n', 1)
('DARUL\n', 1)
('DARZA\n', 1)
('DARZE\n', 1)
('DIRIG\n', 1)
('DORIC\n', 1)
('DORIM\n', 1)
('DORIT\n', 1)
('DORNA\n', 1)
('DORNE\n', 1)
('DORUL\n', 1)
('DORUT\n', 1)
('DURAM\n', 1)
('DURAN\n', 1)
('DURAT\n', 1)
('DURAU\n', 1)
('DURDA\n', 1)
('DURDE\n', 1)
('DURIG\n', 1)
('DURIT\n', 1)
('DUROS\n', 1)
('DURUL\n', 1)
('DURUT\n', 1)
('ECRAN\n', 1)
('EURIP\n', 1)
('FARAD\n', 1)
('FARAM\n', 1)
('FARAS\n', 1)
('FARBA\n', 1)
